FireName,FireYear,area
Big Mud,2016,575937
Sischu,2016,595758
Big Mud,2016,702975
Big Mud,2016,738107
Big Mud,2016,921342
Pontag Creek,2016,1392548
Big Mud,2016,1722311
Camp Creek,2016,1755032
Berry Creek,2016,1867603
Clearwater Creek,2016,3019983
Camp Creek,2016,3287657
Medfra,2016,3288076
Paradise Fork,2016,4513597
Berry Creek,2016,4575355
Medfra,2016,5678768
Medfra,2016,7284793
Big Mud,2016,46677253
Big Mud,2016,127034706
Nowitna,2017,640
Nowitna,2017,10460
Nowitna,2017,11429
Nowitna,2017,56244
Little Mud,2017,61927
North Kusko,2017,78833
Nowitna,2017,125113
Nowitna,2017,241194
Nowitna,2017,281295
Big Mud River,2017,294168
Nowitna,2017,581730
Nowitna,2017,1265821
Nowitna,2017,4881641
Nowitna,2017,6694175
Nowitna,2017,7765757
Chleca Lakes,2017,15090407
Nowitna,2017,21273379
Nowitna,2017,30145591
Nowitna,2017,148475960
